id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
208,20141124T000000,1262947,3,4.35,4608,10350,2.0,0,0,5,9,3081,1527,1985,0,98004,47.70748,-122.228305,601,2812
209,20141125T000000,1232095,3,1.7,3520,10898,1.0,0,0,3,10,607,2913,1981,0,98001,47.550969,-122.148095,4223,3324
210,20141126T000000,10425797,3,1.38,2357,10963,2.5,0,0,3,8,1796,561,1945,0,98007,47.114239,-122.405687,3228,14383
211,20141127T000000,961021,4,3.99,1304,1421,1.0,0,0,3,8,3311,0,1968,0,98007,47.607242,-122.071872,3045,6248
212,20141128T000000,1439071,4,2.54,1444,6540,1.0,0,0,4,8,2562,0,1930,0,98001,47.124886,-121.516742,3058,4429
213,20141129T000000,1393795,4,3.96,3289,10401,2.0,0,0,3,7,869,2420,1969,0,98007,47.798167,-122.171167,3541,11937
214,20141130T000000,1149111,4,4.13,4375,5675,1.0,0,0,3,6,3875,500,1990,0,98001,47.710846,-121.623571,2500,14836
215,20141201T000000,584240,4,1.22,2110,10082,2.0,0,0,3,9,2752,0,1955,0,98004,47.308141,-121.656801,1448,11056
216,20141202T000000,1525861,4,4.09,3423,14009,2.0,0,0,3,11,2504,919,1988,0,98003,47.280188,-121.547942,2068,4291
217,20141203T000000,478485,5,2.57,4382,12459,2.0,0,0,4,8,3684,698,1992,0,98007,47.367009,-121.70989,2553,8173
218,20141204T000000,697359,1,2.79,3721,14168,1.0,0,0,3,9,2203,1518,1927,0,98005,47.349317,-121.840403,3505,5846
219,20141205T000000,703257,3,3.19,4891,14409,1.0,0,0,3,11,3412,1479,1915,0,98005,47.360636,-121.643416,693,14270
220,20141206T000000,688898,1,4.24,2887,7748,1.0,0,0,3,6,3824,0,1953,0,98004,47.322794,-122.424355,1241,7767
221,20141207T000000,3664027,4,1.07,1441,7103,2.0,0,0,3,10,940,501,1952,0,98001,47.534793,-122.037169,4406,1227
222,20141208T000000,217054,5,2.67,3066,2473,2.0,0,1,4,9,3757,0,1911,0,98005,47.214985,-121.510744,3459,7073
223,20141209T000000,1111976,3,3.41,1475,4243,2.0,0,0,3,9,3406,0,1919,0,98004,47.692187,-121.7304,2763,11256
224,20141210T000000,199474,5,3.53,1454,13670,2.0,0,0,3,7,726,728,1981,0,98006,47.668682,-121.537925,3920,6704
225,20141211T000000,507387,2,3.42,1762,3181,2.5,0,0,3,9,3075,0,1933,0,98002,47.433538,-121.720366,3423,9203
226,20141212T000000,1553860,5,1.47,1443,10641,2.0,0,0,3,10,2901,0,1952,2005,98005,47.696911,-121.625118,3754,8765
227,20141213T000000,671373,3,2.05,2702,4096,1.0,0,0,3,6,1122,1580,1963,0,98008,47.273002,-121.79347,3739,2522
228,20141214T000000,368996,2,2.26,3827,7646,1.0,0,0,3,8,1524,2303,1922,0,98002,47.112296,-121.739498,4365,1691
229,20141215T000000,454518,3,3.82,4774,12448,2.0,0,0,3,6,2076,2698,2008,0,98008,47.533446,-121.976822,537,12897
230,20141216T000000,1297491,3,1.98,2759,12348,1.0,0,0,3,10,3474,0,1926,0,98001,47.420537,-121.575762,2198,2739
231,20141217T000000,423369,3,1.74,2328,10782,1.0,0,0,3,8,3991,0,2012,0,98005,47.497015,-121.674961,4526,2525
232,20141218T000000,863673,3,4.35,1757,6882,2.0,0,0,2,10,2143,0,1916,0,98004,47.729538,-121.656115,3713,1069
233,20141219T000000,643950,4,1.03,964,13431,2.0,0,0,4,8,1684,0,1947,0,98003,47.778948,-121.826991,2283,7251
234,20141220T000000,467886,4,4.49,3794,6982,1.0,0,0,4,7,660,3134,1920,0,98005,47.544117,-122.19542,2466,11440
235,20141221T000000,2654661,3,3.37,1730,13173,2.0,0,0,3,6,1370,360,1949,0,98005,47.634839,-122.46437,602,4123
236,20141222T000000,1099377,4,3.9,3154,6798,2.0,0,0,3,7,3699,0,1939,0,98005,47.158666,-121.564345,541,14860
237,20141223T000000,148734,4,2.03,1384,10627,1.5,0,0,3,7,2245,0,1994,0,98005,47.212501,-121.91388,3494,5724
238,20141224T000000,923056,3,1.05,4305,9415,1.0,0,0,4,8,1674,2631,1902,0,98008,47.613243,-122.201857,3718,12522
239,20141225T000000,425299,3,3.58,4356,9411,1.0,0,0,4,5,943,3413,1916,0,98004,47.401956,-122.350865,3490,8649
240,20141226T000000,1410579,2,3.92,3635,13466,2.0,0,0,4,8,2290,1345,1960,0,98004,47.412176,-121.670477,4788,2287
241,20141227T000000,382584,3,3.59,1424,10846,2.0,0,1,4,8,1994,0,1949,0,98008,47.316025,-121.66348,3869,14193
242,20141228T000000,738123,4,1.5,2046,13720,2.5,0,4,3,9,962,1084,1989,0,98003,47.525149,-121.685492,1561,9767
243,20141229T000000,996314,3,3.64,1594,9456,2.0,0,0,4,9,3601,0,1986,0,98004,47.229616,-121.854917,3049,11364
244,20141230T000000,1416628,4,3.69,2911,10145,1.0,0,0,3,9,972,1939,1905,0,98004,47.538841,-122.133985,2176,5954
245,20141231T000000,394209,4,3.3,3117,5524,1.0,0,0,3,12,3104,13,1927,0,98001,47.221659,-122.19593,4189,1744
246,20150101T000000,479398,2,3.68,1262,12925,2.0,0,0,3,7,579,683,1971,0,98007,47.144678,-122.491445,4497,11719
247,20150102T000000,523526,4,3.96,2823,7559,1.0,0,0,4,8,1562,1261,1954,0,98001,47.33125,-121.666392,825,7275
248,20150103T000000,527885,3,3.15,4645,8620,1.0,0,0,4,8,739,3906,1957,0,98007,47.261798,-122.412567,1620,12265
249,20150104T000000,2727917,5,1.31,3275,3774,1.5,0,2,3,8,1056,2219,1944,0,98002,47.722294,-121.869245,607,13402
250,20150105T000000,1092441,3,2.71,3655,6673,1.0,0,0,3,9,1089,2566,1971,0,98003,47.138467,-121.995925,3178,5576
251,20150106T000000,339554,4,1.27,4470,4124,1.0,0,0,4,8,1860,2610,1918,0,98007,47.22363,-121.973311,834,6076
252,20150107T000000,1363696,4,2.43,2540,9671,1.5,0,0,3,8,2384,156,2001,0,98001,47.484104,-121.573287,2539,10216
253,20150108T000000,2779737,2,2.42,1083,12706,1.0,0,0,3,8,2475,0,1928,0,98003,47.436747,-122.468385,1303,14888
254,20150109T000000,2224406,4,1.23,4831,2353,1.0,0,0,3,13,1803,3028,1922,0,98003,47.132096,-121.726608,2348,1941
255,20150110T000000,291384,5,2.22,2603,12514,2.0,0,0,3,11,1639,964,2010,0,98005,47.105077,-122.447948,1266,6050
256,20150111T000000,475010,4,1.39,2442,13070,2.0,0,0,3,7,2816,0,1931,0,98006,47.791648,-122.461846,4027,14948
257,20150112T000000,1824408,4,3.83,4955,10081,1.0,0,0,3,6,2439,2516,1909,1997,98006,47.561184,-122.070182,2806,1767
258,20150113T000000,411168,5,4.32,609,4854,2.0,0,0,4,10,834,0,1990,0,98006,47.355784,-122.436925,3329,3438
259,20150114T000000,1064751,3,1.25,691,9134,1.0,0,0,3,13,811,0,1948,0,98003,47.429303,-121.710856,1988,10025
260,20150115T000000,1054335,3,4.34,1403,1924,2.0,0,0,4,7,1576,0,1964,0,98005,47.286585,-121.970437,4629,11382
261,20150116T000000,339665,4,2.83,1361,3170,2.5,0,0,3,8,3639,0,2002,0,98002,47.341412,-122.470961,4066,9819
262,20150117T000000,737969,3,2.05,1583,11094,2.0,0,0,3,11,3241,0,1928,0,98002,47.554331,-122.459499,2873,1376
263,20150118T000000,69388,4,1.27,1149,6506,2.0,0,0,3,9,533,616,1958,0,98006,47.717968,-121.887331,1336,13078
264,20150119T000000,383296,5,2.75,4634,14650,1.0,0,0,3,7,2341,2293,1944,0,98002,47.228891,-121.693888,3809,1089
265,20150120T000000,712109,3,3.78,4111,14065,1.0,0,0,4,9,885,3226,1966,0,98005,47.688253,-122.0622,4112,12047
266,20150121T000000,309507,3,3.47,1136,3395,2.5,0,0,3,11,748,388,1950,0,98006,47.18509,-121.945419,3291,14308
267,20150122T000000,2304995,4,1.18,1536,9220,1.0,0,0,3,10,1634,0,2010,0,98007,47.250495,-121.700171,4712,10257
268,20150123T000000,324903,3,1.26,4631,9226,1.0,0,0,3,9,3665,966,2000,0,98007,47.126023,-121.889494,4483,7066
269,20150124T000000,561355,4,2.41,2648,12781,2.0,0,0,4,9,1933,715,1994,0,98005,47.198568,-122.27524,4268,10250
270,20150125T000000,841693,3,2.03,4365,6515,2.0,0,0,3,7,1702,2663,1910,0,98008,47.742112,-121.886948,2004,12251
271,20150126T000000,2381087,4,1.81,3657,3670,2.5,0,0,1,10,3618,39,1985,2007,98002,47.421607,-121.871721,2950,14805
272,20150127T000000,277661,2,1.98,4087,4365,1.0,0,0,3,7,1293,2794,1981,0,98006,47.154366,-121.765893,3544,13264
273,20150128T000000,2082901,4,3.81,3794,1588,2.5,0,0,4,11,1351,2443,1998,2013,98007,47.771809,-121.879126,2533,11792
274,20150129T000000,863255,3,4.25,4761,12410,1.0,0,1,3,8,3421,1340,1905,0,98005,47.715295,-121.530758,2199,13411
275,20150130T000000,412714,4,2.42,2930,4138,1.0,0,0,3,10,875,2055,1966,0,98004,47.628278,-122.302712,2780,11296
276,20150131T000000,919397,2,4.17,2379,10095,2.0,0,0,3,7,1223,1156,1961,0,98007,47.753431,-121.548909,1807,12045
277,20150201T000000,941908,4,2.13,4466,7663,1.0,0,0,3,8,2110,2356,1904,0,98004,47.254091,-121.961661,3027,6575
278,20150202T000000,504391,4,2.67,4213,5086,1.0,0,3,3,6,2413,1800,1908,0,98005,47.685459,-121.828044,4338,3655
279,20150203T000000,921322,3,1.79,4626,11361,2.0,0,0,3,9,701,3925,1927,2000,98005,47.582994,-122.400538,1475,2515
280,20150204T000000,708805,2,3.24,4606,9531,1.0,0,0,3,10,2992,1614,1982,0,98001,47.708831,-122.119424,2556,4017
281,20150205T000000,817830,2,4.43,2511,5270,1.0,0,0,3,9,2442,69,1991,0,98007,47.657838,-121.730621,2926,14654
282,20150206T000000,1291491,4,3.11,3873,7019,1.0,0,1,3,8,2844,1029,1990,0,98001,47.342547,-121.793089,4174,8811
283,20150207T000000,1941453,4,2.25,2643,10906,1.5,0,0,3,6,1831,812,1976,0,98003,47.642079,-122.459861,2928,8343
284,20150208T000000,363368,4,3.27,3000,13884,1.5,0,0,4,11,992,2008,1937,0,98007,47.283719,-121.953406,4233,13339
285,20150209T000000,3152501,3,1.43,1789,13738,2.0,0,0,5,9,837,952,1942,0,98006,47.330015,-122.411722,859,2573
286,20150210T000000,182629,3,4.11,1947,1556,2.0,0,0,3,9,2468,0,1920,0,98003,47.175534,-121.504144,2723,6597
287,20150211T000000,783478,4,2.76,3699,14447,1.5,0,0,4,10,3470,229,1990,0,98003,47.754554,-121.602703,984,11728
288,20150212T000000,1130656,3,2.57,2443,9022,2.0,0,0,3,9,2365,78,1961,0,98002,47.303702,-122.478919,1928,4926
289,20150213T000000,947429,6,3.05,3683,12279,1.0,0,0,4,8,3637,46,1945,0,98004,47.464436,-121.64135,2580,11244
290,20150214T000000,534349,2,3.19,3716,6452,1.0,0,0,3,9,1291,2425,1969,0,98002,47.373933,-121.58057,1195,4796
291,20150215T000000,707816,4,1.25,3636,12458,2.0,0,0,3,9,3993,0,1937,0,98006,47.77195,-122.146452,701,9823
292,20150216T000000,619752,3,3.39,3818,4567,1.0,0,0,3,10,2016,1802,1948,0,98005,47.334534,-121.780498,4357,11053
293,20150217T000000,558312,3,1.85,3282,11248,3.0,0,0,4,10,2522,760,1974,0,98001,47.644982,-122.057896,1698,13144
294,20150218T000000,1057308,4,3.5,1490,4899,1.5,0,0,3,6,3509,0,2010,0,98006,47.698791,-121.844768,1767,2232
295,20150219T000000,1022435,4,3.88,2653,7477,2.0,0,4,3,8,2864,0,2004,0,98005,47.404925,-122.159683,3470,3264
296,20150220T000000,312891,6,3.81,725,8500,1.5,0,0,3,5,1441,0,1980,0,98006,47.36472,-122.177441,573,3047
297,20150221T000000,1066833,2,2.93,1276,2016,1.5,0,0,3,6,3173,0,1938,0,98005,47.623422,-122.075566,595,1535
298,20150222T000000,996380,2,2.82,3337,7470,1.0,0,0,3,9,2622,715,1970,0,98007,47.739027,-122.354432,4768,8884
299,20150223T000000,1249241,4,1.5,1187,3062,2.0,0,0,3,10,3486,0,1929,0,98001,47.628452,-121.668861,3977,12725
300,20150224T000000,862216,4,3.71,1029,10030,2.0,0,0,3,6,558,471,1920,0,98005,47.258988,-122.151302,2702,7881
301,20150225T000000,441849,3,1.95,3942,10829,2.5,0,0,4,8,2933,1009,1900,0,98003,47.721815,-122.09985,757,14017
302,20150226T000000,571253,2,2.74,2653,5321,1.0,0,0,3,11,2562,91,1988,0,98006,47.371307,-121.605945,4158,8378
303,20150227T000000,1258195,2,1.99,1794,4496,1.0,0,0,3,10,1754,40,1931,0,98001,47.503361,-122.003376,4925,4097
304,20150228T000000,1044610,5,1.47,2026,2813,1.0,0,0,3,8,2746,0,1907,0,98005,47.682005,-121.955746,3306,10467
305,20150301T000000,900642,3,3.2,3396,12671,2.0,0,3,3,10,1877,1519,1968,0,98003,47.231876,-121.543502,4756,4073
306,20150302T000000,838580,3,1.19,3603,7256,2.5,0,0,4,8,534,3069,1929,2010,98003,47.649157,-121.613274,685,2025
307,20150303T000000,1880998,3,3.62,2940,10643,1.0,0,4,4,7,661,2279,2014,0,98007,47.517314,-122.330533,642,3051
308,20150304T000000,568742,3,2.11,4635,3313,2.0,0,4,3,7,3529,1106,1907,0,98004,47.725339,-122.026785,3853,14808
309,20150305T000000,1133116,2,1.0,4302,10706,1.0,0,0,5,7,3346,956,2012,0,98003,47.220379,-121.528704,1139,4621
310,20150306T000000,558544,3,2.79,1344,2231,2.0,0,0,4,8,1394,0,1918,0,98002,47.394478,-122.127634,4249,5563
311,20150307T000000,629274,2,1.16,946,10837,2.5,0,0,5,11,970,0,2007,0,98001,47.68299,-122.128427,2574,9392
312,20150308T000000,1972132,4,1.97,4415,6831,1.0,0,0,3,10,3078,1337,1958,0,98001,47.113462,-122.30497,4468,5403
313,20150309T000000,1380681,3,3.47,3609,3999,1.5,0,0,3,8,3339,270,1954,1982,98008,47.178541,-122.385677,701,4323
314,20150310T000000,1265925,4,1.22,1734,4440,3.0,0,3,3,8,3399,0,1929,0,98001,47.793396,-121.759695,3592,4358
315,20150311T000000,1440086,5,3.94,726,5056,2.5,0,0,3,7,1946,0,1978,0,98005,47.296276,-121.72997,3665,7141
316,20150312T000000,892137,4,1.01,4643,1305,2.0,0,0,3,9,847,3796,1935,1992,98006,47.78288,-121.530987,3579,6017
317,20150313T000000,1374808,4,1.86,3459,12728,2.0,0,0,4,10,1193,2266,1954,0,98005,47.227772,-121.726582,2602,7435
318,20150314T000000,532339,3,3.59,2330,10915,1.0,0,0,2,7,1434,896,1943,0,98002,47.352766,-122.256648,1410,8321
319,20150315T000000,901941,3,2.11,4279,2689,2.0,0,0,3,6,1412,2867,1926,0,98008,47.627009,-122.459883,2071,3971
320,20150316T000000,588110,4,1.36,686,10709,2.0,0,0,3,9,646,40,1976,0,98006,47.560445,-121.514563,3948,14170
321,20150317T000000,816930,6,2.26,3377,14679,2.0,0,0,3,8,3945,0,1977,0,98007,47.506786,-122.159549,2659,9777
322,20150318T000000,1130793,4,1.95,3035,4917,1.0,0,0,3,8,2211,824,2000,0,98003,47.470929,-122.188028,4825,4345
323,20150319T000000,421696,4,3.95,2432,8080,1.0,0,0,4,9,1174,1258,1953,0,98008,47.690408,-121.594045,3044,13046
324,20150320T000000,3303772,4,2.1,3424,9611,1.0,0,0,3,8,1939,1485,1947,0,98005,47.264464,-121.9149,1829,6816
325,20150321T000000,300621,3,3.76,1348,3936,1.0,0,0,4,7,3234,0,1929,0,98006,47.40973,-122.285129,4113,5604
326,20150322T000000,304462,2,4.12,2532,4862,1.0,0,0,5,8,2017,515,1938,0,98003,47.208817,-121.610904,960,4424
327,20150323T000000,1513423,4,2.52,1752,13421,1.5,0,0,3,8,1779,0,2010,0,98006,47.517159,-121.506639,1306,5100
328,20150324T000000,1359874,5,4.18,2381,10642,1.0,0,0,5,10,3507,0,1912,0,98003,47.275381,-122.413321,4199,9551
329,20150325T000000,1159250,3,2.32,769,12288,1.0,0,0,2,12,1185,0,1915,0,98006,47.333689,-121.637748,2773,12861
330,20150326T000000,1252713,4,4.37,2130,6649,2.0,0,0,3,11,1626,504,1943,0,98005,47.429876,-122.109484,558,13501
331,20150327T000000,890338,3,1.31,4905,4261,1.0,0,0,3,9,620,4285,1970,0,98008,47.118739,-121.975928,2975,4477
332,20150328T000000,442359,4,3.4,3703,10356,1.0,0,0,3,9,2966,737,2011,0,98005,47.164357,-121.585184,1655,14747
333,20150329T000000,763692,2,2.73,2074,11061,1.0,0,0,4,9,2897,0,1926,0,98002,47.58015,-121.526621,997,8182
334,20150330T000000,554622,3,2.36,3392,2819,1.0,0,0,2,11,541,2851,1944,0,98007,47.400279,-122.237836,4825,8440
335,20150331T000000,1293537,4,3.21,2195,11897,2.0,0,0,3,7,3938,0,1934,0,98007,47.705353,-122.287149,4928,5658
336,20150401T000000,726030,3,3.46,3758,12707,1.0,0,1,3,8,528,3230,1978,0,98004,47.58627,-122.419483,4476,3812
337,20150402T000000,463224,4,1.02,3762,2342,2.0,0,0,3,9,1465,2297,1927,0,98001,47.105671,-121.938202,2107,1044
338,20150403T000000,576300,4,1.58,1945,6560,2.5,0,0,3,9,2415,0,1998,0,98005,47.531699,-122.486396,1220,11942
339,20150404T000000,764918,5,3.5,719,3226,2.0,0,0,4,7,3332,0,1906,0,98005,47.165607,-122.088102,1774,1633
340,20150405T000000,428067,3,3.33,552,2079,2.0,0,0,3,9,2500,0,1961,0,98003,47.646653,-122.426616,4367,14723
341,20150406T000000,450432,3,4.38,2257,14466,2.5,0,1,3,10,2561,0,2013,0,98004,47.794055,-122.094774,1190,10402
342,20150407T000000,825966,2,3.66,2166,14983,2.0,0,0,3,8,1419,747,2009,0,98007,47.471839,-122.460068,4523,10941
343,20150408T000000,1105878,6,4.33,3285,5206,1.0,0,4,3,10,1317,1968,2013,0,98005,47.577946,-121.664783,4652,7804
344,20150409T000000,447713,5,3.46,1219,7280,1.0,0,0,3,8,3372,0,1950,0,98006,47.26612,-122.290261,3937,12433
345,20150410T000000,521776,4,2.04,905,13755,2.5,0,0,4,11,2008,0,1945,0,98007,47.406318,-122.171691,2855,3768
346,20150411T000000,853796,4,1.37,2794,11971,1.0,0,0,3,8,1712,1082,1919,0,98004,47.699267,-121.629952,1249,9785
347,20150412T000000,231699,4,3.74,571,11720,1.0,0,0,3,9,1371,0,1995,0,98001,47.217196,-121.753734,3551,10616
348,20150413T000000,221125,4,3.25,2553,8235,2.0,0,0,2,5,794,1759,1937,1987,98006,47.285875,-122.280962,4064,8875
349,20150414T000000,381189,2,1.17,1729,1813,2.0,0,0,3,7,3754,0,1960,0,98003,47.411804,-122.428101,2204,2926
350,20150415T000000,628193,4,2.26,2067,14560,1.0,0,0,3,9,1363,704,2003,1999,98002,47.598574,-121.784326,3945,1856
351,20150416T000000,1001346,2,4.35,4182,6089,2.0,0,0,3,8,3095,1087,1931,0,98006,47.363119,-122.109297,4944,6988
352,20150417T000000,2144879,4,2.75,3453,3031,1.0,0,0,3,8,3608,0,1925,0,98008,47.749413,-121.73392,2877,9743
353,20150418T000000,1379088,4,2.51,4982,9514,2.0,0,0,4,6,3555,1427,1957,0,98007,47.16612,-122.054705,3731,8847
354,20150419T000000,950212,4,2.6,1198,12161,1.0,1,0,3,10,1537,0,1938,0,98008,47.359563,-122.153998,2715,5138
355,20150420T000000,705788,2,1.73,1326,10095,1.0,0,0,3,10,3182,0,1919,0,98001,47.596268,-122.048795,1385,12080
356,20150421T000000,289588,3,2.29,848,10733,2.0,0,0,3,7,1094,0,1981,0,98006,47.258191,-121.751441,1364,5274
357,20150422T000000,855075,3,2.29,4408,6911,1.5,0,0,3,9,1682,2726,1949,0,98004,47.559489,-121.59778,3994,10672
358,20150423T000000,560931,3,1.18,807,12695,2.0,0,0,4,10,2017,0,1978,0,98004,47.214952,-122.450233,3554,1606
359,20150424T000000,1048912,2,3.69,3916,3653,1.5,0,0,3,9,1852,2064,1951,0,98001,47.139186,-121.975888,1285,9863
360,20150425T000000,387489,5,2.46,2834,11668,1.0,0,0,3,7,1113,1721,1985,0,98007,47.184711,-122.467165,956,12507
361,20150426T000000,1158487,4,3.88,3309,4340,2.0,0,0,3,9,2372,937,2014,0,98004,47.750989,-122.03159,844,6022
362,20150427T000000,2200244,3,3.98,4058,8876,1.0,0,0,4,7,3654,404,1921,0,98006,47.486226,-121.614717,1053,1016
363,20150428T000000,1117951,3,1.74,4978,13435,1.0,1,0,3,7,2103,2875,1952,0,98002,47.657442,-122.13841,1287,14423
364,20150429T000000,997413,3,3.3,3977,2141,1.0,0,0,3,7,2083,1894,1984,0,98006,47.332858,-121.56755,2319,6734
365,20150430T000000,1218250,4,2.65,3186,10041,2.0,0,0,3,8,2092,1094,1965,2000,98002,47.514861,-121.869392,1204,3873
366,20150501T000000,516619,3,4.08,3485,9558,2.5,0,0,3,6,3593,0,2003,1986,98004,47.446466,-121.565845,1452,8765
367,20150502T000000,838435,5,1.76,775,3897,3.0,0,0,3,11,1655,0,1942,0,98006,47.762017,-121.742833,1314,11786
368,20150503T000000,751367,3,3.37,3047,10281,1.5,0,0,3,8,964,2083,1981,0,98004,47.623302,-122.396565,2048,6149
369,20150504T000000,760321,6,3.13,3264,5041,1.0,0,0,4,7,1979,1285,1922,0,98007,47.61138,-122.268849,643,6311
370,20150505T000000,359885,4,2.03,836,3038,1.5,0,0,3,8,3873,0,1976,0,98002,47.132447,-122.10583,3277,3484
371,20150506T000000,682095,3,1.48,2473,12052,2.0,0,0,2,7,3502,0,1963,0,98007,47.484769,-122.329893,4266,7322
372,20150507T000000,1092865,5,3.28,3479,5270,1.0,0,0,4,8,3477,2,2004,0,98004,47.426894,-122.005088,4325,9807
373,20150508T000000,2264049,2,3.59,4468,11046,3.0,0,0,3,8,1790,2678,1908,0,98005,47.74949,-122.028632,1716,7777
374,20150509T000000,1206331,4,2.1,1410,5683,1.0,0,0,5,7,3346,0,2012,0,98003,47.280139,-121.543741,2307,4205
375,20150510T000000,3090315,3,3.26,2496,1494,3.0,0,1,3,7,2942,0,1906,0,98006,47.288883,-122.066272,4970,12041
376,20150511T000000,452802,5,2.38,3629,8116,2.0,0,0,3,8,3691,0,1940,0,98005,47.387942,-121.714373,3239,5407
377,20150512T000000,1279660,4,3.5,4704,14425,2.0,0,0,3,5,2793,1911,1953,0,98007,47.270359,-121.558089,1789,4807
378,20150513T000000,1028284,4,1.7,4257,12374,1.0,0,0,3,10,1067,3190,1964,0,98008,47.190429,-121.623011,1055,11264
379,20150514T000000,3000180,4,4.12,827,2784,1.0,0,0,3,9,537,290,1901,1996,98004,47.70019,-122.291332,1362,9716
380,20150515T000000,417979,3,2.01,2299,4510,1.0,0,0,4,9,744,1555,1903,0,98004,47.490794,-122.00397,2985,4173
381,20150516T000000,368513,2,2.29,814,4786,1.0,0,3,5,8,520,294,1977,0,98003,47.702954,-122.15226,2855,2473
382,20150517T000000,554044,3,1.2,4045,6266,1.0,0,0,3,9,1633,2412,1931,0,98004,47.681794,-122.100141,1465,11617
383,20150518T000000,175979,3,1.39,1634,13322,2.0,0,0,3,11,2129,0,1999,0,98003,47.29743,-122.139193,2895,14175
384,20150519T000000,401581,4,2.81,3246,10190,1.5,0,0,3,4,893,2353,1901,0,98006,47.483416,-121.673641,975,12466
385,20150520T000000,358439,3,1.94,2020,6428,2.0,0,0,4,6,1933,87,2003,0,98002,47.158252,-122.047861,1838,4338
386,20150521T000000,703504,6,3.92,655,7681,2.0,0,4,3,7,1486,0,2013,0,98003,47.740676,-121.976306,1024,11199
387,20150522T000000,838982,4,1.05,2224,7893,1.0,0,0,1,7,2171,53,2014,0,98003,47.382984,-121.517553,3071,5557
388,20150523T000000,2767072,4,2.33,3843,14325,3.0,0,0,3,7,2555,1288,1963,0,98005,47.375573,-122.440021,1061,3412
389,20150524T000000,1326656,2,2.18,1386,13661,1.0,0,0,3,9,2875,0,1913,0,98004,47.311929,-122.012042,4202,3151
390,20150525T000000,514157,4,1.07,3573,10643,1.5,0,0,5,8,2410,1163,1919,0,98006,47.422465,-121.725938,1705,4182
391,20150526T000000,519927,5,1.44,3305,10943,1.5,0,0,3,13,789,2516,1988,0,98002,47.276232,-122.348838,4533,9619
392,20150527T000000,854733,3,2.45,1221,11472,2.0,0,0,3,7,2286,0,2005,0,98001,47.362397,-121.888468,4347,9162
393,20150528T000000,243091,4,2.73,1412,13992,1.0,0,0,3,7,3058,0,1948,0,98007,47.659963,-122.260535,4701,5564
394,20150529T000000,3470232,4,2.42,3857,5658,1.5,0,0,3,12,1411,2446,1907,0,98003,47.683979,-121.632596,2738,2014
395,20150530T000000,1692648,3,2.86,1370,8082,2.0,0,1,2,10,860,510,1991,0,98001,47.312928,-122.1729,1660,2604
396,20150531T000000,599298,3,3.08,4608,12126,1.0,0,0,3,8,2122,2486,1962,0,98004,47.42831,-122.170937,4325,1869
397,20150601T000000,188543,3,1.03,997,7869,2.0,0,0,3,8,3263,0,1945,0,98007,47.711674,-121.901806,571,7913
398,20150602T000000,2995359,2,2.62,2256,12926,2.5,1,0,3,10,718,1538,1920,0,98003,47.136871,-122.316437,1254,3727
399,20150603T000000,612356,3,4.37,1617,8607,3.0,0,0,3,8,2953,0,1986,0,98008,47.722401,-122.215111,4352,3852
400,20150604T000000,1772650,2,2.82,3909,8669,1.0,0,0,3,7,2515,1394,1931,0,98008,47.253429,-122.083368,1404,10077
401,20150605T000000,275360,2,3.37,3328,12538,1.0,0,0,4,10,2540,788,1907,0,98001,47.574977,-122.146362,551,3608
402,20150606T000000,456388,2,2.09,2147,11065,1.0,0,0,3,8,2544,0,1994,0,98005,47.507786,-121.975123,3121,2273
403,20150607T000000,730156,5,3.71,3483,7219,1.0,0,0,3,7,3300,183,2000,2003,98001,47.487059,-121.90036,3690,8649
404,20150608T000000,623639,4,3.71,642,5534,1.0,0,0,3,8,3470,0,1915,0,98007,47.701552,-121.933333,4448,13618
405,20150609T000000,550089,5,2.82,3261,12995,1.0,0,0,3,8,1331,1930,1939,0,98005,47.171101,-121.845832,1787,2955
406,20150610T000000,1372749,3,4.42,3935,6979,3.0,0,0,1,10,2293,1642,2005,0,98007,47.34292,-122.19225,2272,9778
407,20150611T000000,327998,3,1.44,2931,11171,2.5,0,0,4,7,2291,640,1926,0,98002,47.476777,-122.373574,4402,9392
408,20150612T000000,711802,3,1.06,2348,9890,1.0,0,0,3,10,3341,0,2003,0,98004,47.667902,-121.739192,4420,5549
409,20150613T000000,841882,3,3.7,3196,2312,1.0,0,1,3,8,1743,1453,2004,0,98008,47.25151,-121.64922,1449,12809
410,20150614T000000,993281,2,3.83,2217,3962,1.5,0,0,4,8,1094,1123,1917,0,98006,47.662051,-122.242994,3638,10017
411,20150615T000000,1197110,4,1.42,3572,14851,1.0,0,0,3,7,2654,918,1934,0,98001,47.379747,-122.092908,2916,9302
412,20150616T000000,318490,3,1.93,1567,3938,2.0,0,0,4,9,1080,487,2012,0,98003,47.23224,-122.001431,2779,9100
413,20150617T000000,302227,4,1.06,3286,13979,2.0,0,0,3,11,3156,130,1951,0,98007,47.631291,-121.966673,1925,3911
414,20150618T000000,1981839,4,2.03,4291,11492,2.5,0,0,4,8,2247,2044,1914,0,98007,47.163629,-121.84051,2084,13091
415,20150619T000000,839525,2,3.71,1788,4197,2.0,0,2,4,7,3857,0,1962,0,98004,47.460337,-122.458397,1546,10099
416,20150620T000000,496493,2,2.81,4371,6296,2.0,0,1,5,8,2555,1816,1952,1981,98001,47.144713,-121.778523,2665,6868
